'Carrera','Sede','Grupo_Familiar','Medio_Transporte','Tiempo_Traslado','Influencia_Cercania','Cursando_Actualmente','Nivel_Cursado','Nivel_Terminado','Tipo_Colegio','Tipo_Titulo','Pedira_Beca','OS_Mutual','Trabajo','Relacion_Trabajo_Carrera','Tipo_Trabajo','Rama_Trabajo','Formal_Informal','Permanente_Temporario','Cantidad_Horas_Trabajadas','Tipo_Horarios','Horario_Trabajo','Posibilidad_Cambiar_Horario','Busca_Trabajo','Cantidad_Grupo_Familiar','Instruccion_Madre','Instruccion_Padre','Conocimiento_Idioma','Conocimientos_Procesador_Texto','Conocimientos_Planilla_Calculo','Conocimientos_Internet','INGRESANTE','ESTADO 1-2015'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Terciario Completo','Medio o Polimodal Completo','34-Si','Bueno','Intermedio','Intermedio','SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',50,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si','Bueno','Intermedio','Avanzado','SI','ACTIVO'
25,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Terciario Incompleto','Medio o Polimodal Completo','34-No','Bueno','Bueno','Bueno','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En colectivo de media distancia',50,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Bueno','Intermedio','Avanzado','SI','ABANDONO'
1,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',3,'Terciario Completo','Universitario Completo','34-Si','Intermedio','Bueno','Avanzado','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-Menos de 10 horas','25-Rotativos','26-Tarde','27-Sólo algunas veces','No aplica',6,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-No',,,'Bueno','SI','ABANDONO'
27,3,'1-Mi grupo familiar','2-A pie',50,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',8,'Universitario Completo','Universitario Completo','34-Si',,,'Avanzado','SI','ACTIVO'
2,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',50,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Trabajador Familiar','21-Agropecuaria','22-Informal','23-Permanente','24-Más de 48 horas','25-Rotativos','No contesta','27-Siempre que sea necesario','No aplica',4,'Universitario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Trabajador Familiar','21-Servicios Privados','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Universitario Completo','Universitario Completo','34-Si','Bueno','Intermedio','Avanzado','SI','ABANDONO'
27,3,'1-Mi grupo familiar','2-En colectivo de larga distancia',40,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Intermedio','NO','ACTIVO'
3,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
4,2,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Completo','Primario Completo','34-No','Bueno','Bueno','Intermedio','NO','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',5,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
1,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',20,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Universitario Incompleto','Universitario Incompleto','34-No','Intermedio','Bueno','Avanzado','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Comercio','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',5,'Primario Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En tren',40,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
16,2,'1-Mi grupo familiar','2-En colectivo de media distancia',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',3,'Medio o Polimodal Incompleto','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En tren',45,'4-Mucho','No contesta','No aplica','No contesta','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Primario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Avanzado','NO','ABANDONO'
17,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Terciario Completo','No contesta','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Poco','6-Si','No contesta','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',8,'Primario Incompleto','Primario Completo','34-No','Bueno','Intermedio','Intermedio','SI','ABANDONO'
25,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Universitario Completo','Universitario Completo','34-Si','Intermedio','Bueno','Avanzado','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de media distancia',50,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Primario Completo','Primario Incompleto','34-No','Bueno','Intermedio','Bueno','SI','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Primario Completo','Medio o Polimodal Incompleto','34-No','Bueno',,'Bueno','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',2,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-No',,'Intermedio',,'NO','ABANDONO'
41,1,'1-Mi grupo familiar','2-En tren',150,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',5,'Primario Completo','Primario Completo','34-Si','Avanzado','Avanzado','Avanzado','NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En tren',30,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',10,'Primario Incompleto','Primario Incompleto','No contesta','Bueno','Avanzado','Avanzado','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',80,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Terciario Completo','Medio o Polimodal Completo','34-Si','Intermedio','Bueno','Avanzado','SI','ACTIVO'
4,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
51,1,'1-Mi grupo familiar','2-A pie',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',4,'Primario Incompleto','Medio o Polimodal Incompleto','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Patrón o Encargado','21-Comercio','22-Formal','23-Permanente','24-Más de 48 horas','No contesta','26-Mañana','27-Siempre que sea necesario','No aplica',4,'Medio o Polimodal Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Primario Incompleto','Primario Incompleto','34-No','Intermedio','Intermedio','Intermedio','NO','ABANDONO'
5,3,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',4,'Medio o Polimodal Completo','Universitario Completo','34-No',,,,'SI','ACTIVO'
27,1,'1-Mi grupo familiar','2-En colectivo de larga distancia',65,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',6,'Terciario Completo','Universitario Completo','34-Si','Bueno','Intermedio','Intermedio','SI','ACTIVO'
2,1,'1-Mi grupo familiar','2-A pie',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','No contesta','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'No contesta','Primario Incompleto','No contesta',,,,'SI','ABANDONO'
3,3,'1-Sola/o','2-En bicicleta o moto',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',3,'Primario Completo','Primario Completo','34-No',,,,'SI','ABANDONO'
16,1,'1-Mi grupo familiar','2-En tren',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','16-No','17-Si','18-Si','19-Parcial','20-Patrón o Encargado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',7,'Primario Completo','Primario Completo','34-Si','Bueno','Bueno','Avanzado','NO','ABANDONO'
4,2,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',5,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
27,3,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
51,11,'1-Mi grupo familiar','No contesta',45,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',2,'Primario Completo','Primario Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
48,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Medio o Polimodal Completo','Universitario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',5,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','No contesta','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',4,'Primario Completo','Primario Completo','34-No','Bueno',,'Bueno','SI','ABANDONO'
15,6,'1-Mi grupo familiar','No contesta',15,'4-Mucho','6-No','No aplica','8-Terciario','No contesta','No contesta','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','No contesta','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',2,'Primario Incompleto','Primario Incompleto','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
25,1,'1-Mi grupo familiar','No contesta',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-No','18-Si','19-Total','20-Cuenta Propista','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',4,'Primario Completo','Primario Incompleto','34-Si','Avanzado','Avanzado','Intermedio','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',4,'Primario Completo','Primario Completo','34-No',,,'Intermedio','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Primario Incompleto','Primario Incompleto','34-No','Bueno',,'Bueno','SI','ACTIVO'
16,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
4,2,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-No','No aplica','No contesta','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',3,'Primario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
